reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,emojis,combined,hf_sentiment,hf_sentiment_label
93e0f8b9-4463-4554-bdcb-0297591c5a8b,GIRIDHAR BADKHAL,nice with all required features,5,0,42.1.0,2022-01-27 11:32:57,42.1.0,,nice with all required features ,label_2,positive
13a60b3d-78f0-4406-a3a7-8d0e9197554d,anju sahu,online me bar bar avaj nahi ata,1,0,42.1.0,2022-01-19 13:46:19,42.1.0,,online me bar bar avaj nahi ata ,label_1,neutral
5962e57a-06c9-4999-9286-140a94053a7f,A B,good application,5,0,42.1.0,2022-01-18 04:33:10,42.1.0,,good application ,label_2,positive
9b2ea87b-e8f9-4265-9935-892b0bf71fdd,Neetu Rawat,"m v ,n",2,0,41.9.2,2022-01-02 01:13:54,41.9.2,,"m v ,n ",label_1,neutral
c4686574-f325-4006-96c4-f4a7fb1ebd26,Nirala Katiyar,excellent,5,0,42.1.0,2022-01-07 11:53:16,42.1.0,,excellent ,label_2,positive
ab2358b0-6a77-4f52-bb64-b80c30c0bf78,srinu madaka,good,5,0,42.1.0,2022-01-17 06:09:27,42.1.0,,good ,label_2,positive
7f9d4b8a-97cf-445d-b9ef-4d59b938ec43,MUKUL Singh,nice,5,0,unknown,2022-01-13 05:48:54,unknown,,nice ,label_2,positive
5f4eca7c-2f59-4f82-a108-675068723fda,Saida Sainulabdeen,super app i can easily attend the class,5,0,42.1.0,2022-01-27 06:37:48,42.1.0,,super app i can easily attend the class ,label_2,positive
4c84223a-cf2b-423f-ba7c-4a7cb0334fc9,LAHMEN MESHRAM,audio problem,1,0,42.1.0,2022-01-11 05:35:05,42.1.0,,audio problem ,label_0,negative
7967f78c-8b04-45da-887c-1cecdfc9c1fa,Nupur Mangal,excellent app,5,0,41.7.0,2022-01-04 13:52:22,41.7.0,,excellent app ,label_2,positive
9cda82df-83fa-47b5-b256-fa083fb105f3,Farming Guru,very nice training and learning app,5,0,42.1.0,2022-01-24 09:27:27,42.1.0,,very nice training and learning app ,label_2,positive
614fe929-aa68-42eb-9600-f58cbbbd5810,Joseph Harden,it will not let me get into schedule meetings . i have to sign into microsoft.,1,0,42.1.0,2022-01-10 14:24:25,42.1.0,,it will not let me get into schedule meetings . i have to sign into microsoft. ,label_0,negative
057e54ba-4647-4c2c-b602-398d69852fdc,virupaksha T,good,5,0,42.1.0,2022-01-31 15:17:48,42.1.0,,good ,label_2,positive
84417ed6-9b59-443a-b4b4-9e3905dbe083,Rishikanta Taorem,good,5,0,41.12.0,2022-01-03 07:16:04,41.12.0,,good ,label_2,positive
d84bddee-367f-4800-9214-e7cfc0a82f4e,RAHUL KUMAR SETH,good experience,5,0,42.1.0,2022-01-22 07:42:51,42.1.0,,good experience ,label_2,positive
48e17ca7-7101-4e45-a1e4-69fa53eca57c,sharafat ali,very nice,5,0,41.12.0,2022-01-17 17:10:09,41.12.0,,very nice ,label_2,positive
d987de12-33e8-49f1-8807-2545d2eb6bd9,Rhea Calix,good,1,0,42.1.0,2022-01-23 00:57:36,42.1.0,,good ,label_2,positive
e25e7897-b702-48d8-a0ee-b3c032987015,A05_Om Amle_Al,bakwas aahe download naka karu,5,0,42.1.0,2022-01-11 05:02:27,42.1.0,,bakwas aahe download naka karu ,label_1,neutral
9b6f4473-ab42-40a8-80ad-8458ca564235,Ajit Kumar Rout,clear,5,0,42.1.0,2022-01-18 11:17:23,42.1.0,,clear ,label_1,neutral
32e2cf7a-7362-4610-b8d1-9f13ed3ead6a,Naresh Malhotra,excellant,5,0,unknown,2022-01-05 08:57:59,unknown,,excellant ,label_2,positive
15343ff3-eafa-4cea-b10c-0cb70aeebd57,Ahmed AlHedaithy,nice app good quality,4,0,42.1.0,2022-01-19 07:43:58,42.1.0,,nice app good quality ,label_2,positive
9be6b578-7097-4aa1-b156-8308a8313c65,Olutayo Ajayi,great,5,0,42.1.0,2022-01-15 12:38:51,42.1.0,,great ,label_2,positive
dabf42de-8d41-4abc-a491-49b6d7c3ff28,Mane Manoj,nonsense noise,1,0,42.1.0,2022-01-24 11:55:31,42.1.0,,nonsense noise ,label_0,negative
5360d2f7-0b9e-42cd-8f31-c68268413461,Dennis,it worked pretty smoothly,4,0,41.12.0,2022-01-06 00:51:50,41.12.0,,it worked pretty smoothly ,label_2,positive
64a06023-ea90-4b84-95ef-29d60c74d6ba,Satyam Naidu,excellent,5,0,41.10.0,2022-01-04 04:43:57,41.10.0,,excellent ,label_2,positive
fed546a6-11db-4577-9d33-4a6c9fc4c113,SHUVARUN GOSWAMI,audio is not available.,1,0,42.1.0,2022-01-26 09:09:34,42.1.0,,audio is not available. ,label_0,negative
b49bd6cc-4474-4937-b8fa-0a77acb8f615,Bharat Bhushan,good platform in corona,5,0,unknown,2022-01-31 10:36:02,unknown,,good platform in corona ,label_2,positive
0e4cf91e-e1ea-4e4f-97bd-2987979089e5,Nne,the voice and video was all clear.,4,0,42.1.0,2022-01-21 19:35:24,42.1.0,,the voice and video was all clear. ,label_1,neutral
4ab1b927-dde0-46a8-a1bc-3626f1642af9,Farid Uddin Ahmed,excellent,5,0,41.12.0,2022-01-17 09:01:59,41.12.0,,excellent ,label_2,positive
32cae7d3-68cd-44dd-ae77-04635fa17add,Kingsley Stanley,it was a smooth presentation without lags.,5,0,42.1.0,2022-01-20 20:33:18,42.1.0,,it was a smooth presentation without lags. ,label_2,positive
cb677c6e-af2f-4b6e-a4bc-bef79ff49651,golu anac,excellent.,5,0,41.12.0,2022-01-07 11:27:08,41.12.0,,excellent. ,label_2,positive
b79a144e-eb2a-41ee-808a-1f7b5f75cac8,Pushpa Madhvani,sound & picture quality is great,5,0,42.1.0,2022-01-25 16:21:46,42.1.0,,sound & picture quality is great ,label_2,positive
8397a82d-20a1-4ecb-a930-072494deaaab,Klondike Cat,"kept losing video, also seemed no one heard me despite my mic being on",3,0,42.1.0,2022-01-13 22:17:22,42.1.0,,"kept losing video, also seemed no one heard me despite my mic being on ",label_0,negative
235f5df3-98e8-4f1a-b7af-740c35333712,Jyotsna Roy Barman,personality jhakas,5,0,unknown,2022-01-24 12:14:13,unknown,,personality jhakas ,label_1,neutral
fa185e47-4241-4ec7-a282-209a0fbff4b6,Neha Kumari,good 👍,5,0,42.1.0,2022-01-25 07:21:37,42.1.0,👍,good 👍 👍,label_2,positive
5c3e6df0-91dd-40dd-87c2-dd9a907ffa2b,sanjay Patil,nice app.,5,0,42.1.0,2022-01-30 05:54:04,42.1.0,,nice app. ,label_2,positive
8eb8c8fd-e5de-4ea0-a0d7-9c1a8b4e38a3,JAYA SHARMA,best app.,5,0,41.12.0,2022-01-04 03:05:44,41.12.0,,best app. ,label_2,positive
7f84e6dc-4daf-4325-bc50-189ff101bf70,Jane Murdock,clear. easy to use.,5,0,42.1.0,2022-01-12 17:34:01,42.1.0,,clear. easy to use. ,label_2,positive
59878cad-8687-4cef-aae1-d74f9cb3d08a,Ns Krishnan,good,4,0,42.1.0,2022-01-31 06:31:01,42.1.0,,good ,label_2,positive
0d5ab559-6744-4d3c-a763-35fffe714b09,Kristin Pryor,"very slow to load, cumbersome ui",2,0,41.12.0,2022-01-06 18:33:44,41.12.0,,"very slow to load, cumbersome ui ",label_0,negative
f151bd31-5630-4d1f-8d2f-1be72c79b33b,Rakesh Pandey,excellent,5,0,41.12.0,2022-01-03 04:46:38,41.12.0,,excellent ,label_2,positive
f2bd3a92-9611-43e5-a9a1-874950061702,Pradip Tiwari,excellent presentation,4,0,42.1.0,2022-01-29 14:16:46,42.1.0,,excellent presentation ,label_2,positive
cc9529bb-0f48-423a-9ff5-e341aea49559,Niharika Bala youtube channel,good,4,0,42.1.0,2022-01-10 07:22:39,42.1.0,,good ,label_2,positive
817a7589-c1d7-4b3f-bbfa-3f718cb5a04a,Hemanta Mayur,awesome 😎😎,5,0,41.12.0,2022-01-07 17:10:49,41.12.0,😎😎,awesome 😎😎 😎😎,label_2,positive
c9b2241c-a18e-4a91-84fb-bfb5241e1020,Gautam Kumar,very good,5,0,41.7.1,2022-01-10 04:36:27,41.7.1,,very good ,label_2,positive
c33e3cc3-5b67-4c90-bd4e-6991a1f96e2b,Pruthviraj Barangule,works very smooth without lagging..... need to increase some more time for meeting scheduling in free subscription,5,0,42.1.0,2022-01-29 17:01:29,42.1.0,,works very smooth without lagging..... need to increase some more time for meeting scheduling in free subscription ,label_2,positive
add273b8-b615-4caa-8bd9-0ffcd335d7de,Ananda Lokuliyana,its good ... i like it...,5,0,unknown,2022-01-14 17:30:16,unknown,,its good ... i like it... ,label_2,positive
d80a1d0d-fe48-4338-8299-c9959fc9b989,Archana Kumari,very good,5,0,42.1.0,2022-01-17 10:55:38,42.1.0,,very good ,label_2,positive
05f1a2bb-4d23-46c7-801b-cc60c3b4f059,dipali barman,this app is so so so so coool so i give it 5 star rating,5,0,42.1.0,2022-01-24 04:52:45,42.1.0,,this app is so so so so coool so i give it 5 star rating ,label_2,positive
ff643f16-33ee-4c18-86cd-ffd05b7e5609,gaurang12001,there was audio issue in the beginning.,3,0,42.1.0,2022-01-21 07:12:14,42.1.0,,there was audio issue in the beginning. ,label_1,neutral
43364630-a9bf-4644-8949-5bb5a16467a0,Mathew Scott,works well i had no problems setting the app up.,5,0,42.1.0,2022-01-26 22:24:46,42.1.0,,works well i had no problems setting the app up. ,label_2,positive
68f11682-62bf-4fc5-8a27-c1de7a8ca8af,Rajesh Civil engg & construction,good experience,5,0,42.1.0,2022-01-13 05:54:08,42.1.0,,good experience ,label_2,positive
cc2e2980-228c-4612-b7fd-544560360ff9,Ashokpatel patel,"the best app, top rate",5,0,42.1.0,2022-01-10 15:23:57,42.1.0,,"the best app, top rate ",label_2,positive
80b96236-b905-475b-8e50-d8c249ed7e1a,Maricel Laudit,"thank you po,,,nakabahagi ang aming sambahayan sa pangangasiwa ng tagapamahalang pangkalahatan",3,0,42.1.0,2022-01-15 07:09:05,42.1.0,,"thank you po,,,nakabahagi ang aming sambahayan sa pangangasiwa ng tagapamahalang pangkalahatan ",label_2,positive
6305c758-b7d3-4857-898d-f4b5829c0da1,Juan Garcia,ok,3,0,42.1.0,2022-01-20 03:19:49,42.1.0,,ok ,label_1,neutral
6d4cbff4-cb54-4286-821c-c30180796e7f,Rohit !,why we are not able to see a mark on the chat box we are not able to recognise wheter a message comes...,1,0,42.1.0,2022-01-10 03:38:48,42.1.0,,why we are not able to see a mark on the chat box we are not able to recognise wheter a message comes... ,label_0,negative
a6bdd811-db97-4075-80d1-4e9c9339517a,Shilpa Verma,good,5,0,42.1.0,2022-01-24 08:29:53,42.1.0,,good ,label_2,positive
6ff823f5-2c14-4501-b04a-a81caae5f31e,Heba Diab,fair,5,0,42.1.0,2022-01-16 21:09:46,42.1.0,,fair ,label_1,neutral
8711856e-4b2f-475a-9b61-699bc340298a,Fethie Ahmed,perfect 🥰,5,0,42.1.0,2022-01-10 08:16:25,42.1.0,🥰,perfect 🥰 🥰,label_2,positive
86c28495-113e-461f-8bb8-c6db07c0c802,SHUBHANKAR GHOSH,worst application,1,0,42.1.0,2022-01-28 08:06:53,42.1.0,,worst application ,label_0,negative
84e766fa-b886-441b-ae2b-5861fb2a6f11,Christopher Anderson,"very good, crisp experience.",5,0,41.12.0,2022-01-03 16:08:58,41.12.0,,"very good, crisp experience. ",label_2,positive
407983e1-ebca-4987-a615-f73bc63f9d60,Muskaan,worst app evr,1,0,unknown,2022-01-16 18:17:01,unknown,,worst app evr ,label_0,negative
174cbcae-9dbe-4aab-ba5d-ca7b21038ec6,A.Dharma raj Raj,good,5,0,unknown,2022-01-10 06:12:05,unknown,,good ,label_2,positive
c984fe54-57dd-43bc-a7ff-0ea860771b70,Nitin or Nikky,helpful,5,0,unknown,2022-01-19 04:48:19,unknown,,helpful ,label_2,positive
9b3cd341-8eff-4e6a-a207-5413a3149776,Yaw Opoku Mensah,clear voice and excellent,5,0,42.1.0,2022-01-09 19:35:16,42.1.0,,clear voice and excellent ,label_2,positive
5455973b-41be-45ff-8240-05c5eece7279,Khushi Sahu,good quality better voice nice,4,0,unknown,2022-01-15 06:17:39,unknown,,good quality better voice nice ,label_2,positive
c9a0d11d-5a20-4a64-8fab-301444f61276,VIKRAM SINGH,bethar app for vc,5,0,41.11.0,2022-01-19 03:22:20,41.11.0,,bethar app for vc ,label_1,neutral
1add8660-ffdc-4859-9e02-3b9549316fd8,Shubham Gupta,i love you 😊,4,0,unknown,2022-01-06 16:07:12,unknown,😊,i love you 😊 😊,label_2,positive
b61c7836-fb5c-4397-bdd2-ac4e520d87aa,Samir Kumar Singha,excellent,5,0,42.1.0,2022-01-15 15:12:39,42.1.0,,excellent ,label_2,positive
29cfcc93-494b-441a-84a4-dbc20049bd81,Uday Patil,😒😒😒,1,0,41.12.0,2022-01-13 04:36:10,41.12.0,😒😒😒,😒😒😒 😒😒😒,label_0,negative
970a7380-831e-44e1-8555-077b50732052,The Carter’s “Tony”,final app worked,5,0,41.12.0,2022-01-04 04:10:51,41.12.0,,final app worked ,label_2,positive
3e77fa1a-900c-43d7-a306-2a7bfb862b9e,soudaminielectricals,mc app,1,0,42.1.0,2022-01-10 05:40:51,42.1.0,,mc app ,label_1,neutral
29d2e06e-9fa3-4446-92a8-7fbc0fecdf7d,anjali Kashyap,good,5,0,41.12.0,2022-01-06 05:27:03,41.12.0,,good ,label_2,positive
c2b11b24-cba3-43d3-8bf1-e5b1a9789b90,Aman Kumar,haxn,4,0,42.1.0,2022-01-10 04:11:15,42.1.0,,haxn ,label_1,neutral
c1b6b102-5410-4a2b-8e5c-c880e19f2e50,Freddie Bilangel,the service is accurate now.make it always.thank you so much.god blessyou.,5,0,42.1.0,2022-01-13 22:40:45,42.1.0,,the service is accurate now.make it always.thank you so much.god blessyou. ,label_2,positive
160ff34d-1ef8-4451-b9fc-043b70012518,Paula Mabry,the instructors words were very clear and her way of explaining the slides were very clear and the slides were very very clear on my computer,5,0,42.1.0,2022-01-19 22:54:10,42.1.0,,the instructors words were very clear and her way of explaining the slides were very clear and the slides were very very clear on my computer ,label_2,positive
5cb4d788-9aa0-43b1-88a5-1926e6f89221,Ameen M A,this app is very good for meeting,4,0,42.1.0,2022-01-11 04:18:00,42.1.0,,this app is very good for meeting ,label_2,positive
68fd25f1-3e9e-41e8-9ece-279781a5e69e,Selvan Paulraj,well experienced,5,0,42.1.0,2022-01-10 12:13:39,42.1.0,,well experienced ,label_1,neutral
966f86d9-b471-4736-b11a-0ea90572db7c,Balasaheb Kadam,very nice site,5,0,unknown,2022-01-11 12:14:48,unknown,,very nice site ,label_2,positive
1919ad68-26ca-458e-9fcb-be57272857c4,Alicia Paialii,my classes come thru so very clear!!!,5,0,42.1.0,2022-01-08 22:06:51,42.1.0,,my classes come thru so very clear!!! ,label_2,positive
f337f9c6-518e-4132-97b0-a8f5bd0edde1,Himangshu sarma,super,5,0,41.12.0,2022-01-18 10:11:22,41.12.0,,super ,label_1,neutral
e820696a-6445-4f90-a6b3-aa531a418498,ADWAITA SAHOO,good meeting app,2,0,42.1.0,2022-01-12 03:12:03,42.1.0,,good meeting app ,label_2,positive
a524555d-384b-44aa-aed8-22c498599c34,Mohit Choradia,taking quite a long time to join and see recorded videos,2,0,42.1.0,2022-01-17 09:13:38,42.1.0,,taking quite a long time to join and see recorded videos ,label_1,neutral
ddc15db9-79e6-4ebb-8419-7dd5f73eebef,Rabindra Debnath,nice,5,0,41.12.0,2022-01-05 11:24:09,41.12.0,,nice ,label_2,positive
990ec8c6-0a62-4620-8001-4a52c5eb7d43,raj yadav,good,5,0,unknown,2022-01-12 06:05:35,unknown,,good ,label_2,positive
7965787f-d97c-4fb9-9f6b-b65f3a4d8f71,Priyanshu Verma,this app have now problem during meeting . i try many other app during my online class but all the apps have some - some problem but this app have no problem. well done developer's 👌,5,3,42.1.0,2022-01-25 06:17:07,42.1.0,👌,this app have now problem during meeting . i try many other app during my online class but all the apps have some - some problem but this app have no problem. well done developer's 👌 👌,label_2,positive
64dc90f8-475f-4da2-b35f-54fabb22af15,demi burato,"really like this app,easy to use,secured important meetings.hoping for more updates.",5,25,42.1.0,2022-01-18 13:19:50,42.1.0,,"really like this app,easy to use,secured important meetings.hoping for more updates. ",label_2,positive
f30b22a5-93f1-4df1-9d99-5180b1196aab,Shivdutt Saini,excellent,5,0,41.12.0,2022-01-01 12:04:08,41.12.0,,excellent ,label_2,positive
7f9067bb-83c7-428f-bbad-69e8198bc2e6,Gioconda Jimenez-Collazo,great experience easy to use,5,0,42.1.0,2022-01-24 18:02:41,42.1.0,,great experience easy to use ,label_2,positive
f3024c34-928c-4cd1-b90e-851d8d8e0b3f,Shakira Shah,it's very good but when the connection is out it's not more useful,2,0,41.12.0,2022-01-03 03:44:34,41.12.0,,it's very good but when the connection is out it's not more useful ,label_0,negative
39b7f660-a0ce-436c-a2b2-ad54462b9cfe,Tsholofelo Mukama,audible and great oerformance,5,0,42.1.0,2022-01-17 14:01:52,42.1.0,,audible and great oerformance ,label_2,positive
4b8ff60e-74fa-4d37-ae5b-b206b9117670,Khyati Arun Khuriyal,this app is very good,5,0,41.12.0,2022-01-10 03:35:28,41.12.0,,this app is very good ,label_2,positive
efa3639e-eae8-409f-86f1-24559af337bd,nobita nobi,it lags an awful lot,2,0,42.1.0,2022-01-22 13:41:26,42.1.0,,it lags an awful lot ,label_0,negative
65440c1e-81de-4508-a697-c5471d4e2dd8,LaGina Leonard,"i love the convenience of being able to take a conference call on my cell and not just being able to listen, but to be able to interact is awesome!!",5,0,unknown,2022-01-26 14:03:31,unknown,,"i love the convenience of being able to take a conference call on my cell and not just being able to listen, but to be able to interact is awesome!! ",label_2,positive
86dbc8e0-ff19-4b01-bd9e-e7461ed8de9d,Walid Hashmi,nice,4,0,42.1.0,2022-01-29 07:14:13,42.1.0,,nice ,label_2,positive
871f5ff9-f2f0-49ab-aa4d-520d63f9373c,anu s,this is so bad i can't see my meeting it not good at all 😡,1,0,42.1.0,2022-01-12 07:56:24,42.1.0,😡,this is so bad i can't see my meeting it not good at all 😡 😡,label_0,negative
bb5eb88e-5bc2-4878-862a-d48f5b33b091,DEVA RAM,very nice,5,0,42.1.0,2022-01-29 08:26:17,42.1.0,,very nice ,label_2,positive
86478d11-49f4-4085-98b5-17c68217dde8,Abel Cruz,👍 perfect,5,0,42.1.0,2022-01-20 15:09:23,42.1.0,👍,👍 perfect 👍,label_2,positive
c951cc24-037c-4d97-a4b0-55a05caddff0,Uttam Nath,very good apps,5,0,41.6.2,2022-01-12 09:45:39,41.6.2,,very good apps ,label_2,positive
87fe90ec-4449-46c7-a30f-89807115ed34,Célestin HAGENIMANA,good,5,0,42.1.0,2022-01-27 09:46:11,42.1.0,,good ,label_2,positive
3d3f7ef5-ca4e-42ca-8a5d-c522874b7ba9,jovan loe,"i set up meeting using laptop. and for convenience, i used webex app on my phone to forward the meeting link to the particpants. however, the link are not the same. please help clarify.",1,7,42.1.0,2022-01-13 02:49:17,42.1.0,,"i set up meeting using laptop. and for convenience, i used webex app on my phone to forward the meeting link to the particpants. however, the link are not the same. please help clarify. ",label_0,negative
0e4075d0-9b86-469d-9738-95abf9620ff2,UNKNOWN LEGEND,worste....very bad app this hangs all time and has difficult options and it is hard to use and consumes a lot of internet.....pls fix this app,1,0,42.1.0,2022-01-19 04:25:34,42.1.0,,worste....very bad app this hangs all time and has difficult options and it is hard to use and consumes a lot of internet.....pls fix this app ,label_0,negative
f30aab18-c883-4641-a9ab-8889a8104119,Robert Carnemolla,ty awesome,4,0,42.1.0,2022-01-31 18:28:08,42.1.0,,ty awesome ,label_2,positive
dd766185-bcb2-41b2-b922-c86863a0b018,Tushar M,the beep sound when someone joins or leaves meeting is annoying. except that everything is fine. give an option to remove it.,4,3,42.1.0,2022-01-17 06:28:14,42.1.0,,the beep sound when someone joins or leaves meeting is annoying. except that everything is fine. give an option to remove it. ,label_0,negative
0b381878-68af-46fa-bf28-4d7752bcd7e3,Muhammad Umar,it is good have few problem specialty need very strong network connection,5,0,42.1.0,2022-01-08 16:16:34,42.1.0,,it is good have few problem specialty need very strong network connection ,label_2,positive
973930d3-9513-481c-b3a3-8c17f60803d6,Gajanan Devhare,pagl app he,1,0,42.1.0,2022-01-11 09:26:18,42.1.0,,pagl app he ,label_1,neutral
2ae2d5ea-7c7b-48c3-a628-442231215a93,harilal markam,nice,2,0,42.1.0,2022-01-18 14:13:13,42.1.0,,nice ,label_2,positive
ba75967a-7084-494c-9b50-0e099f0cb8ec,Headshot gaming,op,1,0,unknown,2022-01-28 10:44:53,unknown,,op ,label_1,neutral
